cgmlst_ST	cgmlst_distance	cgmlst_found_loci	cgmlst_genome_match	cgmlst_matching_alleles	cgmlst_subspecies	fasta_filepath	genome	h1	h2	o_antigen	qc_messages	qc_status	serogroup	serovar	serovar_antigen	serovar_cgmlst
1181542368	0.054545454545454564	330	SRR1968923	312	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR11196304_assembly.fasta	ERR11196304_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3499750622	0.05757575757575761	330	SRR1968923	311	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR11196399_assembly.fasta	ERR11196399_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2783996701	0.042424242424242475	330	ERR587449	316	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR11196450_assembly.fasta	ERR11196450_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2144910926	0.045454545454545414	330	SRR1968923	315	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR11196507_assembly.fasta	ERR11196507_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3663187226	0.051515151515151514	330	SRR1968923	313	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR11196515_assembly.fasta	ERR11196515_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2144910926	0.045454545454545414	330	SRR1968923	315	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR11196531_assembly.fasta	ERR11196531_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
4029997957	0.048484848484848464	330	SRR1968923	314	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR11196540_assembly.fasta	ERR11196540_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3663187226	0.051515151515151514	330	SRR1968923	313	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR11196560_assembly.fasta	ERR11196560_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1812973951	0.051515151515151514	330	SRR1968923	313	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR11196585_assembly.fasta	ERR11196585_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2144910926	0.045454545454545414	330	SRR1968923	315	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR11196597_assembly.fasta	ERR11196597_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
4029997957	0.048484848484848464	330	SRR1968923	314	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR11196708_assembly.fasta	ERR11196708_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
4029997957	0.048484848484848464	330	SRR1968923	314	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR11196829_assembly.fasta	ERR11196829_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3663187226	0.051515151515151514	330	SRR1968923	313	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR11196865_assembly.fasta	ERR11196865_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
4029997957	0.048484848484848464	330	SRR1968923	314	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR11196902_assembly.fasta	ERR11196902_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
20940536	0.054545454545454564	330	SRR1958638	312	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR11197013_assembly.fasta	ERR11197013_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3627987757	0.045454545454545414	330	2018-SEQ-0305	315	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR14757536_assembly.fasta	ERR14757536_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2739342772	0.039393939393939426	330	2018-SEQ-0501	317	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568688_assembly.fasta	ERR8568688_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.18484848484848482	329	2018-SEQ-0304	269	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568689_assembly.fasta	ERR8568689_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329) | WARNING: Only matched 269 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0	WARNING	D1	Dublin	Kiel|Dublin	Dublin
	0.19090909090909092	329	2018-SEQ-0304	267	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568691_assembly.fasta	ERR8568691_assembly	g,p	-	1,9,12[Vi]	FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=329) | WARNING: Only matched 267 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0	FAIL	-	Dublin	Kiel|Dublin|Sylvania	Dublin
3328412845	0.051515151515151514	330	2018-CAL-0016	313	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568692_assembly.fasta	ERR8568692_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1893201132	0.05757575757575761	330	2018-SEQ-0351	311	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568696_assembly.fasta	ERR8568696_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3465096019	0.036363636363636376	330	2018-SEQ-0501	318	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568698_assembly.fasta	ERR8568698_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1893201132	0.05757575757575761	330	2018-SEQ-0351	311	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568699_assembly.fasta	ERR8568699_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3606862189	0.039393939393939426	330	2018-SEQ-0244	317	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568700_assembly.fasta	ERR8568700_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
482981277	0.039393939393939426	330	2018-SEQ-0244	317	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568706_assembly.fasta	ERR8568706_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1893201132	0.05757575757575761	330	2018-SEQ-0351	311	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568707_assembly.fasta	ERR8568707_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
91004981	0.054545454545454564	330	2018-CAL-0016	312	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568710_assembly.fasta	ERR8568710_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3140648842	0.036363636363636376	330	2018-SEQ-0244	318	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568715_assembly.fasta	ERR8568715_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2739342772	0.039393939393939426	330	2018-SEQ-0501	317	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568716_assembly.fasta	ERR8568716_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.08787878787878789	313	2018-SEQ-0351	301	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568749_assembly.fasta	ERR8568749_assembly	g,p	-	1,9,12[Vi]	FAIL: Moderate number of cgMLST330 loci missing (n=17 > 10) | INFO: Number of cgMLST330 loci found (n=313)	WARNING	D1	Dublin	Kiel|Dublin	Dublin
2739342772	0.039393939393939426	330	2018-SEQ-0501	317	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568751_assembly.fasta	ERR8568751_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3008901421	0.042424242424242475	330	2018-SEQ-0305	316	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568753_assembly.fasta	ERR8568753_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3606862189	0.039393939393939426	330	2018-SEQ-0244	317	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568754_assembly.fasta	ERR8568754_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2739342772	0.039393939393939426	330	2018-SEQ-0501	317	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568755_assembly.fasta	ERR8568755_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2739342772	0.039393939393939426	330	2018-SEQ-0501	317	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568760_assembly.fasta	ERR8568760_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3008901421	0.042424242424242475	330	2018-SEQ-0305	316	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568767_assembly.fasta	ERR8568767_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2739342772	0.039393939393939426	330	2018-SEQ-0501	317	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568768_assembly.fasta	ERR8568768_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.042424242424242475	329	2018-CAL-0016	316	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/ERR8568769_assembly.fasta	ERR8568769_assembly	g,p	-	1,9,12[Vi]	FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=329)	FAIL	-	Dublin	Kiel|Dublin|Sylvania	Dublin
	0.033333333333333326	324	2018-CAL-0016	319	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR10257879_assembly.fasta	SRR10257879_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=324)	PASS	D1	Dublin	Kiel|Dublin	Dublin
2379520012	0.045454545454545414	330	SRR1969045	315	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR10286361_assembly.fasta	SRR10286361_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.054545454545454564	318	2018-SEQ-0351	312	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR10502094_assembly.fasta	SRR10502094_assembly	g,p	-	1,9,12[Vi]	FAIL: Moderate number of cgMLST330 loci missing (n=12 > 10) | INFO: Number of cgMLST330 loci found (n=318)	WARNING	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0501	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR10990340_assembly.fasta	SRR10990340_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0501	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR11101205_assembly.fasta	SRR11101205_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0351	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR11450564_assembly.fasta	SRR11450564_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
495809963	0.048484848484848464	330	SRR1646229	314	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR12495628_assembly.fasta	SRR12495628_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0351	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR12698164_assembly.fasta	SRR12698164_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0501	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR12698170_assembly.fasta	SRR12698170_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0351	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR12740289_assembly.fasta	SRR12740289_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	329	2018-SEQ-0501	322	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR12740299_assembly.fasta	SRR12740299_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0501	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR12741664_assembly.fasta	SRR12741664_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3638841339	0.048484848484848464	330	SRR1958638	314	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR12819799_assembly.fasta	SRR12819799_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3026766748	0.024242424242424288	330	2018-CAL-0016	322	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR12991092_assembly.fasta	SRR12991092_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.015151515151515138	329	2018-SEQ-0244	325	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR13202874_assembly.fasta	SRR13202874_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-CAL-0016	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR13202959_assembly.fasta	SRR13202959_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0307	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR13202982_assembly.fasta	SRR13202982_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-CAL-0016	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR13202984_assembly.fasta	SRR13202984_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.015151515151515138	329	2018-CAL-0016	325	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR13238717_assembly.fasta	SRR13238717_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-CAL-0016	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR13482631_assembly.fasta	SRR13482631_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-CAL-0016	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR13643361_assembly.fasta	SRR13643361_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	329	2018-CAL-0016	322	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR13686438_assembly.fasta	SRR13686438_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0501	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR14345228_assembly.fasta	SRR14345228_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0501	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR14707920_assembly.fasta	SRR14707920_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0351	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR15051715_assembly.fasta	SRR15051715_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
